row_id,curve_id,curve_color,quantity,value,value_unit,z,a,ln_a,x_axis_source,y_axis_side,band_role,pixel_x,pixel_y,source_image,source_location,extraction_method,quality_state,qfuds_role,provenance_note,limitations
chen_fig5_red_entropy_density_central_012,chen_fig5_red_entropy_density_central,red,entropy_density(a),1.83703808e+11,k m^-3,0.03306243,0.96799571,-0.03252762,Figure 5 bottom redshift axis,right,central,512,593,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red central curve,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing
chen_fig5_blue_entropy_upper_012,chen_fig5_blue_entropy_upper,blue,S_BH(a),6.48435614e+84,k,0.03306243,0.96799571,-0.03252762,Figure 5 bottom redshift axis,left,upper_uncertainty,512,1246,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue upper uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_blue_entropy_lower_012,chen_fig5_blue_entropy_lower,blue,S_BH(a),3.75430600e+84,k,0.03306243,0.96799571,-0.03252762,Figure 5 bottom redshift axis,left,lower_uncertainty,512,1287,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue lower uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_red_entropy_density_upper_012,chen_fig5_red_entropy_density_upper,red,entropy_density(a),2.36367730e+11,k m^-3,0.03306243,0.96799571,-0.03252762,Figure 5 bottom redshift axis,right,upper_uncertainty,512,572,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red upper uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_red_entropy_density_lower_012,chen_fig5_red_entropy_density_lower,red,entropy_density(a),1.66884227e+11,k m^-3,0.03306243,0.96799571,-0.03252762,Figure 5 bottom redshift axis,right,lower_uncertainty,512,601,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red lower uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_blue_entropy_central_013,chen_fig5_blue_entropy_central,blue,S_BH(a),5.82850487e+84,k,0.03675610,0.96454701,-0.03609671,Figure 5 bottom redshift axis,left,central,532,1254,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue central curve,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing
chen_fig5_red_entropy_density_central_013,chen_fig5_red_entropy_density_central,red,entropy_density(a),1.85922100e+11,k m^-3,0.03675610,0.96454701,-0.03609671,Figure 5 bottom redshift axis,right,central,532,592,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red central curve,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing
chen_fig5_blue_entropy_upper_013,chen_fig5_blue_entropy_upper,blue,S_BH(a),8.13345305e+84,k,0.03675610,0.96454701,-0.03609671,Figure 5 bottom redshift axis,left,upper_uncertainty,532,1229,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue upper uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_blue_entropy_lower_013,chen_fig5_blue_entropy_lower,blue,S_BH(a),4.64674734e+84,k,0.03675610,0.96454701,-0.03609671,Figure 5 bottom redshift axis,left,lower_uncertainty,532,1271,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue lower uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_red_entropy_density_upper_013,chen_fig5_red_entropy_density_upper,red,entropy_density(a),2.39221959e+11,k m^-3,0.03675610,0.96454701,-0.03609671,Figure 5 bottom redshift axis,right,upper_uncertainty,532,571,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red upper uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_red_entropy_density_lower_013,chen_fig5_red_entropy_density_lower,red,entropy_density(a),1.68899417e+11,k m^-3,0.03675610,0.96454701,-0.03609671,Figure 5 bottom redshift axis,right,lower_uncertainty,532,600,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red lower uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_blue_entropy_central_014,chen_fig5_blue_entropy_central,blue,S_BH(a),7.31080614e+84,k,0.04086243,0.96074176,-0.04004963,Figure 5 bottom redshift axis,left,central,553,1237,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue central curve,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing
chen_fig5_red_entropy_density_central_014,chen_fig5_red_entropy_density_central,red,entropy_density(a),1.88167179e+11,k m^-3,0.04086243,0.96074176,-0.04004963,Figure 5 bottom redshift axis,right,central,553,591,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red central curve,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing
chen_fig5_blue_entropy_upper_014,chen_fig5_blue_entropy_upper,blue,S_BH(a),1.02019471e+85,k,0.04086243,0.96074176,-0.04004963,Figure 5 bottom redshift axis,left,upper_uncertainty,553,1212,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue upper uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_blue_entropy_lower_014,chen_fig5_blue_entropy_lower,blue,S_BH(a),5.82850487e+84,k,0.04086243,0.96074176,-0.04004963,Figure 5 bottom redshift axis,left,lower_uncertainty,553,1254,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue lower uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_red_entropy_density_upper_014,chen_fig5_red_entropy_density_upper,red,entropy_density(a),2.42110654e+11,k m^-3,0.04086243,0.96074176,-0.04004963,Figure 5 bottom redshift axis,right,upper_uncertainty,553,570,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red upper uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_red_entropy_density_lower_014,chen_fig5_red_entropy_density_lower,red,entropy_density(a),1.70938940e+11,k m^-3,0.04086243,0.96074176,-0.04004963,Figure 5 bottom redshift axis,right,lower_uncertainty,553,599,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red lower uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_blue_entropy_central_015,chen_fig5_blue_entropy_central,blue,S_BH(a),9.17008522e+84,k,0.04542751,0.95654648,-0.04442590,Figure 5 bottom redshift axis,left,central,573,1220,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue central curve,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing
chen_fig5_red_entropy_density_central_015,chen_fig5_red_entropy_density_central,red,entropy_density(a),1.90439369e+11,k m^-3,0.04542751,0.95654648,-0.04442590,Figure 5 bottom redshift axis,right,central,573,590,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red central curve,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing
chen_fig5_blue_entropy_upper_015,chen_fig5_blue_entropy_upper,blue,S_BH(a),1.27964992e+85,k,0.04542751,0.95654648,-0.04442590,Figure 5 bottom redshift axis,left,upper_uncertainty,573,1195,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue upper uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_blue_entropy_lower_015,chen_fig5_blue_entropy_lower,blue,S_BH(a),7.31080614e+84,k,0.04542751,0.95654648,-0.04442590,Figure 5 bottom redshift axis,left,lower_uncertainty,573,1237,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue lower uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_red_entropy_density_upper_015,chen_fig5_red_entropy_density_upper,red,entropy_density(a),2.45034231e+11,k m^-3,0.04542751,0.95654648,-0.04442590,Figure 5 bottom redshift axis,right,upper_uncertainty,573,569,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red upper uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_red_entropy_density_lower_015,chen_fig5_red_entropy_density_lower,red,entropy_density(a),1.73003092e+11,k m^-3,0.04542751,0.95654648,-0.04442590,Figure 5 bottom redshift axis,right,lower_uncertainty,573,598,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red lower uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_blue_entropy_central_016,chen_fig5_blue_entropy_central,blue,S_BH(a),1.15022149e+85,k,0.05050259,0.95192531,-0.04926870,Figure 5 bottom redshift axis,left,central,594,1203,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue central curve,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing
chen_fig5_red_entropy_density_central_016,chen_fig5_red_entropy_density_central,red,entropy_density(a),1.95066391e+11,k m^-3,0.05050259,0.95192531,-0.04926870,Figure 5 bottom redshift axis,right,central,594,588,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red central curve,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing
chen_fig5_blue_entropy_upper_016,chen_fig5_blue_entropy_upper,blue,S_BH(a),1.60508958e+85,k,0.05050259,0.95192531,-0.04926870,Figure 5 bottom redshift axis,left,upper_uncertainty,594,1178,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue upper uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_blue_entropy_lower_016,chen_fig5_blue_entropy_lower,blue,S_BH(a),9.29313153e+84,k,0.05050259,0.95192531,-0.04926870,Figure 5 bottom redshift axis,left,lower_uncertainty,594,1219,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue lower uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_red_entropy_density_upper_016,chen_fig5_red_entropy_density_upper,red,entropy_density(a),2.47993112e+11,k m^-3,0.05050259,0.95192531,-0.04926870,Figure 5 bottom redshift axis,right,upper_uncertainty,594,568,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red upper uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_red_entropy_density_lower_016,chen_fig5_red_entropy_density_lower,red,entropy_density(a),1.75092170e+11,k m^-3,0.05050259,0.95192531,-0.04926870,Figure 5 bottom redshift axis,right,lower_uncertainty,594,597,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red lower uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_blue_entropy_central_017,chen_fig5_blue_entropy_central,blue,S_BH(a),1.46210409e+85,k,0.05614465,0.94684000,-0.05462515,Figure 5 bottom redshift axis,left,central,615,1185,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue central curve,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing
chen_fig5_red_entropy_density_central_017,chen_fig5_red_entropy_density_central,red,entropy_density(a),1.97421891e+11,k m^-3,0.05614465,0.94684000,-0.05462515,Figure 5 bottom redshift axis,right,central,615,587,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 red central curve,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing
chen_fig5_blue_entropy_upper_017,chen_fig5_blue_entropy_upper,blue,S_BH(a),2.04030969e+85,k,0.05614465,0.94684000,-0.05462515,Figure 5 bottom redshift axis,left,upper_uncertainty,615,1160,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue upper uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
chen_fig5_blue_entropy_lower_017,chen_fig5_blue_entropy_lower,blue,S_BH(a),1.16565542e+85,k,0.05614465,0.94684000,-0.05462515,Figure 5 bottom redshift axis,left,lower_uncertainty,615,1202,docs/wiki/research/assets/chen_2026_merger_entropy_budget/figures/extracted/growth_entropy_gwtc4_only.png,Figure 5 blue lower uncertainty band,color-segmented PNG digitization with manual axis calibration,numeric_digitized,source-history candidate,Calibrated from visible Figure 5 plot frame and axis ticks: x log10(z) uses x=279 at z=0.01 and 448 px/decade; blue left axis uses y=177 at 1e91 k and y=1559 at 1e83 k; red right axis uses y=260 at 1e13 k m^-3 and y=1411 at 1e7 k m^-3.,"numeric_digitized from PNG; covariance missing; source-code reproduction route missing; entropy-to-energy conversion law missing; QFUDS normalization route missing; candidate X boundary missing; uncertainty boundary is visual band edge, not posterior covariance"
